MOF	LCD	PLD	Vol_SA	Grav_SA	Void_fraction
AWASOI_clean	5.09655	4.11557	1093.31	462.936	0.05854
AWAWUR_clean	9.42427	4.27216	1655.0	1684.56	0.25282
AWEBIO_charged	3.92905	3.01886	0.0	0.0	0.005
AWEDOW_charged	7.01648	4.5072	1072.74	1011.7	0.09484
AWEDUC_charged	4.17197	2.69894	0.0	0.0	0.0
AWEGEP_clean	6.08145	3.63724	1715.83	795.214	0.0948
AWEJIW_clean	10.88001	10.50387	1399.2	1172.1	0.20402
AWEVIJ_clean	10.6197	8.65931	1691.38	2263.58	0.26828
AWEZOS01_clean	5.84706	3.42755	388.232	252.894	0.0215
AWEZOS_clean	5.8274	3.41984	384.948	250.754	0.02106
AWIBAK_clean	5.84822	3.40416	394.951	257.27	0.02196
AWIBAL_clean	4.9496	4.4506	1202.37	712.273	0.06674
AWIBEO_clean	5.87793	3.52185	412.86	263.302	0.02204
AWIBIS_clean	5.87895	3.53481	429.46	275.116	0.02262
AWOFOI_clean	5.44554	4.19244	2366.41	1793.98	0.14492
AWUPAL_clean	18.42063	9.23563	1728.77	4959.85	0.62372
AXAFAG_clean	6.59817	6.13172	1843.05	652.351	0.1749
AXAQAT_clean	3.7148	2.67421	0.0	0.0	0.0
AXAWUT_clean	3.64914	2.50354	0.0	0.0	0.0
AXIMUP_clean	8.06476	5.62993	2492.81	3326.58	0.26386
AXINAX01_clean	19.47488	13.27772	1520.86	3783.23	0.60626
AXINEA_clean	5.37744	3.53202	839.489	604.305	0.04342
AXINIF_clean	9.6188	8.65235	2312.53	3080.65	0.27018
AXIPEE01_clean	6.81111	4.3641	2184.7	1455.72	0.15434
AXIPEE02_clean	6.48792	4.04495	1964.03	1201.72	0.1239
AXIPEE03_clean	6.5428	4.0805	2021.71	1253.4	0.12892
AXIPEE_clean	6.41608	3.94175	1838.49	1093.76	0.11482
AXOCAT_clean	3.66648	2.82566	0.0	0.0	0.00698
AXOHIE_clean	5.69113	3.08506	0.0	0.0	0.03812
AXUBAW_manual	14.24572	5.52422	1881.69	2536.92	0.3313
AXUBOL_clean	7.85983	4.2994	1184.02	1126.44	0.16442
AXUDII04_clean	4.552	2.63506	0.0	0.0	0.0
AXUHAD_clean	9.91084	4.94321	1678.73	2118.51	0.22848
AXUHEH_clean	7.21454	5.63203	1102.81	1035.96	0.09824
AXUHIL_clean	5.52712	3.3542	982.136	798.577	0.05522
AXUPEO_clean	6.09832	3.292	1136.56	682.487	0.08762
AYAWEE_clean	4.45454	3.05423	0.0	0.0	0.02336
AYOQEM_clean	12.16451	6.87343	2410.44	3111.14	0.3208
AYOXUJ_clean	6.31092	5.4451	888.044	797.438	0.08192
AYOYEU_clean	4.82669	3.2469	742.687	576.021	0.0392
AYOYOE_clean	3.80039	2.40725	0.0	0.0	0.0
AYUJIP_clean	12.69936	7.89199	1788.45	1644.01	0.22108
AYUPOZ_clean	4.01743	3.16861	931.449	510.263	0.02974
AYUWUM_clean	4.54144	3.13863	732.623	581.525	0.03082
AZAFIS_clean	4.56554	4.01347	1335.13	877.276	0.0721
AZAVOO_clean	5.27678	3.99297	1206.96	1191.23	0.06756
AZAVUU_clean	5.48228	4.93668	1284.45	1083.94	0.08166
AZAWAB_clean	5.65614	4.89759	1392.86	1251.35	0.09068
AZAWAZ_clean	3.88927	2.89659	0.0	0.0	0.01894
AZEBUE_clean	5.44142	4.51467	1245.58	685.031	0.08056
AZEWEH_clean	4.13891	3.52594	477.344	195.174	0.01748
AZILEA_clean	4.19485	2.70328	0.0	0.0	0.0
AZILEC_clean	6.00977	3.33344	1010.35	824.197	0.06316
AZIMIH_clean	4.50158	3.25724	1284.08	884.067	0.05382
AZIVAI_clean	7.0547	5.80911	2682.13	3930.33	0.31602
AZIXUD_clean	5.99991	4.88169	2064.1	1868.59	0.16204
AZOBUN_clean	3.38723	2.56684	0.0	0.0	0.0
BACGAQ_clean	5.16583	4.20229	1034.87	887.363	0.06038
BACMOH10_clean	3.65898	3.18288	443.87	293.231	0.01342
BACMOH_clean	3.80268	3.23476	556.151	380.548	0.01746
BADHIA_clean	4.01973	3.00401	0.0	0.0	0.01694
BADHOG_clean	4.02045	2.99403	0.0	0.0	0.0165
BADHUM01_clean	3.74769	2.58193	0.0	0.0	0.0
BADHUM_clean	4.02685	2.97037	0.0	0.0	0.01596
BADJAU_clean	4.09763	2.99488	0.0	0.0	0.01342
BADYAJ_clean	8.60576	7.13629	2054.93	2086.8	0.26486
BAEDTA01_clean	5.34617	4.27166	407.939	190.405	0.02472
BAFCAP_clean	5.02045	3.27172	486.22	445.05	0.02072
BAFHAU_clean	9.02635	7.37185	2475.82	2883.72	0.28812
BAFKUR_clean	4.20949	2.7626	0.0	0.0	0.0
BAHGUN01_clean	4.22559	3.22631	480.055	317.674	0.01828
BAHGUN02_clean	4.20642	3.207	460.731	302.645	0.01776
BAHGUN03_clean	4.25449	3.25933	495.693	329.903	0.0186
BAHGUN04_clean	4.27373	3.28764	508.834	342.513	0.01946
BAHGUN_clean	4.27624	3.25563	500.764	335.238	0.02032
BAKFAV_clean	5.07804	3.13825	574.885	319.661	0.05882
BAKGAX_clean	4.24107	3.05463	0.0	0.0	0.02796
BAKGIF_manual	7.54763	6.30914	1613.07	1586.5	0.18548
BAKJEE_clean	6.44764	5.41267	2315.05	2519.16	0.2062
BAKJII_clean	6.19215	5.21845	2217.82	2311.82	0.17166
BAKJOO_clean	7.70901	5.72948	1846.32	1837.33	0.1991
BAKLIK_clean	6.44441	2.89089	0.0	0.0	0.02644
BAKYOE_clean	7.11646	6.19226	1607.06	1558.77	0.17812
BALMUW01_clean	3.18622	2.60913	0.0	0.0	0.0
BALMUW_clean	3.22163	2.73038	0.0	0.0	0.0
BALPAH_clean	5.85023	3.45925	872.505	479.467	0.06472
BALPIP_clean	5.91187	3.30294	973.017	428.89	0.05778
BAMKIM_clean	6.79615	5.75134	1589.34	1434.88	0.15282
BAMKOS_clean	6.76349	5.81846	1622.08	1456.94	0.15506
BANMAG_clean	8.68497	7.44113	1225.21	891.707	0.14428
BAPDAA_clean	12.36039	11.54677	1634.34	1183.09	0.36782
BAQWEY_clean	9.21635	3.18734	1647.44	1041.07	0.18682
BAQWIC_clean	8.02487	5.97028	1521.17	928.393	0.18116
BAQWOI_clean	8.53121	2.80966	0.0	0.0	0.13616
BARZAW_clean	7.73837	2.55685	0.0	0.0	0.0
BARZIE_clean	7.74818	2.59314	0.0	0.0	0.0
BARZOK_clean	7.65896	2.7399	0.0	0.0	0.0
BARZOL_charged	5.89133	3.41747	355.853	243.613	0.01986
BARZUR_clean	5.4946	5.30289	2009.71	2170.82	0.12126
BASJUB_clean	5.47244	4.59142	1702.91	1652.97	0.1167
BASSOF_clean	4.00711	2.89971	0.0	0.0	0.00768
BASSUL_clean	4.06394	2.65439	0.0	0.0	0.0
BASTAS_clean	4.07475	2.66663	0.0	0.0	0.0
BASTEW_clean	4.09539	2.76249	0.0	0.0	0.0
BASTIA_clean	4.02341	2.90131	0.0	0.0	0.00778
BASTUM_clean	4.06234	2.73986	0.0	0.0	0.0
BAWROI_clean	13.54985	9.13066	2004.32	3182.06	0.459
BAWRUO_clean	7.29901	5.68671	1609.29	591.831	0.16444
BAXFIR01_clean	4.08461	3.48945	766.981	587.755	0.02636
BAXFIR02_clean	4.03285	3.42273	746.589	567.22	0.02606
BAXFUD_clean	4.14435	3.36776	833.268	668.446	0.03036
BAXGAK_clean	4.01414	3.50024	757.349	579.702	0.02696
BAXLOD_clean	3.47531	3.37883	136.474	69.6945	0.0042
BAXREY_clean	6.69748	3.29424	820.909	536.737	0.0496
BAXSIE_clean	5.31376	5.06628	1017.45	678.604	0.06978
BAZDAJ_clean	3.95091	2.91907	0.0	0.0	0.00878
BAZFUF01_clean	20.14565	8.54605	1806.72	5281.85	0.63716
BAZFUF_clean	20.24597	8.58384	1815.01	5337.42	0.6326
BAZGAM_clean	42.79816	24.24061	800.193	6324.35	0.84724
BAZGEQ_clean	27.24034	13.9632	1606.27	4796.35	0.6341
BAZJET_clean	13.37019	12.10117	2216.15	3566.99	0.40942
BAZJIX_clean	8.75902	7.46421	2214.94	2874.86	0.28128
BEDYEQ_clean	33.05863	31.49051	1449.51	3134.46	0.61156
BEFGEA_manual	9.2615	6.75088	2468.54	3782.68	0.33424
BEFKUU_clean	6.95325	3.27391	1514.03	1041.36	0.12692
BEFLAB01_clean	5.80097	3.15558	929.438	594.231	0.05374
BEFLEF_clean	4.34381	2.9685	0.0	0.0	0.04112
BEFLIJ_clean	4.69454	3.18706	1448.99	943.967	0.06358
BEFLUV_clean	5.75316	3.83896	885.437	564.791	0.04302
BEFMAC_clean	5.39704	3.47321	1259.7	830.358	0.06358
BEFMOQ_clean	4.45554	2.56814	0.0	0.0	0.0
BEFMUW_clean	4.18999	2.4622	0.0	0.0	0.0
BEFNAD_clean	4.17854	2.49435	0.0	0.0	0.0
BEFNEH_clean	4.75378	3.33502	446.75	206.287	0.01856
BEFNIL_clean	4.39176	3.18799	634.286	396.267	0.02528
BEFNUX_clean	4.93001	3.0654	0.0	0.0	0.04678
BEFPAF_clean	7.12511	3.39187	1512.73	987.352	0.12838
BEGBOG_clean	4.23611	2.57051	0.0	0.0	0.0
BEJZAS_clean	4.75514	3.65279	2074.47	1530.19	0.0886
BEKSAM_clean	4.03684	3.3801	544.322	188.194	0.01834
BEKYOG_clean	5.47883	4.56338	1076.18	515.193	0.06726
BEKYUM_clean	3.421	2.64536	0.0	0.0	0.0
BEKZEX01_clean	3.65346	2.60027	0.0	0.0	0.0
BEKZEX_clean	3.68894	2.70974	0.0	0.0	0.0
BELJIL_clean	7.21036	5.21435	931.492	723.468	0.09014
BELTOD_clean	5.92256	4.27878	1714.39	1657.58	0.1212
BELTUJ_clean	5.64744	4.1969	1591.84	1466.25	0.10498
BELVEV_charged	6.99036	4.92473	2015.95	2275.69	0.19162
BELYIC_clean	4.0335	3.09731	0.0	0.0	0.02652
BENXUP_clean	4.10218	3.42336	943.705	640.539	0.03166
BENZOL_clean	5.62502	3.68781	1272.53	1106.15	0.08102
BENZUR_clean	5.75474	3.70828	1297.59	1040.62	0.08266
BEPBAB_clean	5.3188	3.97632	1244.75	1195.1	0.07868
BEPLUF_clean	10.54661	10.45745	1423.67	1613.64	0.25698
BEPMAM_clean	10.35764	10.23297	1415.18	1583.0	0.24672
BEPMIU_clean	10.07029	9.95474	1188.46	1163.45	0.21302
BEPNER_clean	3.72227	2.61847	0.0	0.0	0.0
BEPNIV_clean	10.32219	10.19883	1402.38	1569.73	0.24756
BEPNOB_clean	10.36311	10.23127	1418.08	1592.81	0.2473
BEPNUH_clean	10.32563	10.2098	1183.04	1014.89	0.21488
BEPPAP_clean	9.9082	9.78954	1179.52	1143.25	0.20854
BEPPIX_clean	9.77409	9.63706	1337.59	1350.5	0.20788
BEPPOD_clean	10.03622	9.89092	1364.3	1420.07	0.21592
BEPREV01_clean	6.64209	5.02845	2646.12	3274.02	0.20286
BEPREV02_clean	7.19383	5.44633	2611.18	3407.59	0.2401
BEPREV03_clean	6.75186	5.16957	2630.8	3293.83	0.21188
BEPREV_clean	6.75364	5.16048	2630.62	3293.6	0.2115
BEPRIZ_clean	10.21454	6.03558	2156.72	2821.56	0.29992
BEPROF_clean	8.00306	5.96794	2452.44	3359.32	0.2834
BEPVAV_clean	4.46396	3.25406	692.644	506.702	0.0293
BEPVEZ_clean	5.76875	4.44638	1043.51	821.955	0.07656
BEPVID_clean	5.29029	4.21546	928.9	711.454	0.06216
BEPVOJ01_clean	5.12362	3.97858	900.899	678.029	0.054
BEPVOJ_clean	4.87498	3.77095	868.793	643.207	0.04736
BEPWEA_clean	4.94352	3.50226	1035.41	751.661	0.04924
BERFIP_clean	4.07847	2.71437	0.0	0.0	0.0
BERGAI_clean	5.28761	2.67572	0.0	0.0	0.0
BETDAH_clean	6.20265	4.35013	2423.91	2084.08	0.18806
BETDEL_clean	6.19335	4.27368	2420.75	2078.62	0.1813
BETDIP_clean	6.11094	3.88458	2232.99	1891.41	0.16608
BETDUB_clean	6.03659	3.7841	2175.9	1861.26	0.15652
BETFAJ_clean	6.19267	4.31969	2445.05	2200.6	0.18502
BETFEN_clean	6.20622	4.32109	2445.07	2266.86	0.18302
BETFUD_clean	6.14614	4.2626	2483.45	2336.38	0.18236
BETGAK_clean	6.1095	4.21478	2487.33	2343.16	0.18182
BETGEO_clean	15.21579	5.06222	1347.61	1022.71	0.26966
BETGIS_clean	14.00278	4.06192	1109.65	817.078	0.18238
BETGOY_clean	15.16496	5.42937	1244.14	970.948	0.26242
BETGUE_clean	15.53135	9.65919	1302.45	1771.53	0.3456
BETHEP_clean	15.93969	5.38602	1242.12	801.233	0.2725
BETHIT_clean	16.17667	10.50859	1291.07	1575.27	0.36422
BETZOR_clean	7.75357	4.72091	1638.96	1535.58	0.14308
BEVQID_clean	3.1488	2.9781	0.0	0.0	0.00428
BEVQUP_clean	2.87505	2.45444	0.0	0.0	0.0
BEVRAW_clean	2.99235	2.76283	0.0	0.0	0.0
BEVWAB_clean	10.82145	10.4749	1681.37	1480.15	0.28126
BEWVOQ_clean	10.23635	8.28637	2446.42	3409.38	0.43034
BEWWEH_clean	9.01955	7.89385	2381.18	3335.17	0.43572
BEXPAX_clean	6.17717	5.82599	3204.18	4277.89	0.25648
BEXQIF_clean	8.04962	5.28644	2642.24	3863.14	0.268
BEXQOL_clean	8.04915	5.31359	2649.37	3788.94	0.26852
BEXQUR_clean	8.07729	5.36514	2645.89	3749.49	0.27026
BEXRAY_clean	8.11263	5.64009	2745.12	4293.35	0.28852
BEXREC_clean	8.13134	5.54983	2771.08	4164.83	0.29142
BEXRIG_clean	8.16514	5.60091	2769.26	4119.56	0.29262
BEXRUT_clean	6.49399	4.71424	1545.85	1443.72	0.132
BEXSAA_clean	6.21678	4.72062	1606.19	1617.89	0.13096
BEXSEE_clean	6.49176	4.26641	1521.46	1449.37	0.1236
BEXSII_clean	6.27069	4.79422	2446.81	2594.64	0.20358
BEXVEH_clean	9.97626	6.15688	2430.92	3105.28	0.3583
BEYKEX_clean	5.23694	3.82822	1875.56	978.268	0.0999
BEYSEF_clean	5.61731	4.74798	1536.59	1302.43	0.11298
BEZDUH_clean	4.24131	3.18993	589.874	281.674	0.02448
BIBBUL_clean	3.85878	3.31702	355.577	269.296	0.01112
BIBXIV_clean	18.4936	4.06846	1775.55	1779.64	0.37116
BIBXOB_clean	19.69299	7.98654	1996.76	4875.44	0.58
BIBXUH_clean	14.73899	5.12647	2173.37	2937.76	0.35742
BICPOT_clean	7.30922	6.53578	1322.61	830.339	0.1465
BICPUA_clean	13.79678	9.90606	2091.57	3845.8	0.53178
BIDPOV_clean	11.29156	6.79888	2554.32	4124.51	0.3745
BIFGOO_clean	10.87246	9.01928	1254.15	715.818	0.20512
BIFKEI_clean	5.92703	4.3432	2182.84	2137.35	0.135
BIGZUO_clean	21.72314	20.98793	1389.35	4506.42	0.72498
BIHBAX_clean	18.57439	17.55669	1457.63	4531.42	0.71338
BIHMUC_clean	4.80366	2.90368	0.0	0.0	0.03584
BIJDUV_clean	8.61386	5.69718	1800.32	2007.79	0.2004
BIMDEF_clean	4.67684	3.43732	1730.5	1245.29	0.07598
BIMDIL_clean	5.20728	3.51213	1871.36	1340.31	0.08374
BINCUY_manual	13.3117	8.62623	2243.87	3842.44	0.38686
BINDAF_manual	13.14316	8.49712	2263.67	3769.03	0.37792
BINROH_clean	21.31368	10.23686	1934.13	3838.62	0.49066
BINRUN_clean	21.10287	10.09364	1927.39	3766.37	0.48608
BINSAU_clean	21.88013	9.52705	1904.21	4037.97	0.50372
BIPKIW_clean	12.38452	3.37218	992.008	985.31	0.12308
BIPLIX_clean	7.36647	5.75458	1751.54	1627.9	0.18988
BIPSUQ_clean	18.61448	16.92881	1944.25	4444.1	0.58314
BIQFOW_clean	5.88357	2.82771	0.0	0.0	0.07464
BIQHEQ_clean	4.74191	3.53352	1289.11	1137.6	0.05952
BIQRIE_clean	4.3593	2.83088	0.0	0.0	0.0264
BIQVII_clean	5.22147	4.62031	959.211	591.224	0.0623
BIRLIZ_clean	4.9162	2.97273	0.0	0.0	0.02744
BIRMUM_clean	5.54904	4.6855	540.909	428.577	0.03978
BIRSEC_clean	6.48832	4.86094	1368.3	1022.66	0.10836
BIRSIG_clean	6.37536	4.74657	1355.56	983.288	0.10598
BIWHAQ_clean	4.99325	2.94543	0.0	0.0	0.05072
BIWSEG_ion_b	29.73511	11.96997	1499.69	3211.74	0.57618
BIWSIK_ion_b	18.63655	3.90698	2060.8	3044.11	0.35374
BIWYAH10_clean	7.2461	5.52874	2908.11	4026.21	0.3545
BIXXIR_clean	6.61997	3.93876	1411.42	420.687	0.10554
BIXYEO_clean	6.67369	4.00375	1423.85	426.485	0.11038
BIYSUZ_clean	8.31867	7.50799	1599.6	1204.24	0.21066
BIYTAG_clean	8.33704	7.53322	1615.67	1208.09	0.21222
BIYTOU_clean	7.95789	5.70379	1942.59	1902.54	0.2366
BIYVEM_clean	7.9618	7.16704	1603.14	1127.76	0.20096
BIYVIQ_clean	8.9412	8.20862	1551.31	1093.51	0.21286
BIYXUE_charged	8.39634	6.80286	2030.34	2278.07	0.2362
BIYYAL_charged	8.30709	6.8904	2015.53	2245.23	0.23486
BIYYEP_charged	8.05568	3.85909	1121.42	649.77	0.08068
BIZLUT_clean	8.11197	6.3971	2135.39	2512.58	0.24054
BIZMAA_clean	8.82584	6.80117	2143.97	2557.81	0.25366
BIZMEE_clean	8.33004	6.47185	2148.18	2511.77	0.24416
BIZMII_clean	8.09188	6.36998	2141.81	2475.54	0.2397
BOCKOT_clean	4.81526	3.42101	1801.0	1306.31	0.0884
BOCTEU01_clean	3.96678	2.99779	0.0	0.0	0.02904
BOCTOE01_clean	4.25376	2.75131	0.0	0.0	0.0
BOCTOE02_clean	4.2866	2.77373	0.0	0.0	0.0
BOCTOE03_clean	4.3221	2.79678	0.0	0.0	0.0
BOCTOE04_clean	4.34246	2.69592	0.0	0.0	0.0
BOCTOE05_clean	4.4068	2.72867	0.0	0.0	0.0
BOCTOE_clean	4.22766	2.72627	0.0	0.0	0.0
BODPAN_clean	13.14982	6.66414	2209.28	2487.71	0.35268
BOFCEG_clean	4.76632	3.26539	1286.46	952.633	0.06088
BOHGOU_clean	3.21949	2.72507	0.0	0.0	0.0
BOHJOZ_auto	7.4485	3.57263	1695.97	1079.43	0.10996
BOJCIN_clean	5.54889	5.25047	773.857	699.656	0.05452
BOJYIK01_clean	4.80803	2.84792	0.0	0.0	0.04876
BOJYIK_clean	4.83494	2.79192	0.0	0.0	0.0
BOKQEZ_clean	7.07757	4.49353	1646.73	1238.54	0.1568
BOLPAU_clean	7.91374	5.10301	2128.79	2364.88	0.20402
BOLZIN_clean	18.71247	7.75585	1995.2	4272.91	0.52772
BOMCOX_clean	5.96735	4.28567	1449.15	1289.74	0.11094
BOMCUB_charged	2.92768	2.6766	0.0	0.0	0.0
BONNIC_clean	4.09843	3.03382	0.0	0.0	0.01362
BONWAD_clean	3.83514	2.72512	0.0	0.0	0.0
BONWIL_clean	3.70731	2.93141	0.0	0.0	0.00718
BOPHEV_clean	4.28122	3.31679	692.421	512.079	0.02442
BOPHIZ_clean	6.90751	5.24121	1652.38	1336.68	0.14658
BOPWIO_clean	3.67778	2.91901	0.0	0.0	0.0034
BOQYUD_clean	3.46694	2.90192	0.0	0.0	0.0011
BOTLED_clean	3.31756	2.88638	0.0	0.0	0.00272
BOVHEB_clean	5.76843	4.22597	1338.01	1104.63	0.0809
BOWDIC_clean	7.01096	4.61744	1628.18	1617.01	0.12176
BOWNUY_clean	15.52711	9.99848	1349.35	1751.76	0.34962
BOWQAG_SL	3.4835	2.72062	0.0	0.0	0.0
BOWRAH_clean	4.51959	4.0875	647.585	280.353	0.03324
BOWSUC_clean	4.03208	2.4874	0.0	0.0	0.0
BOWZUK_clean	8.36121	7.81351	1577.18	1764.02	0.18176
BOXFOK_clean	18.06209	10.42327	1364.42	1725.96	0.3516
BOXYEU_clean	4.56557	3.00587	0.0	0.0	0.03608
BOXYIY_clean	4.39053	3.85775	540.238	341.229	0.02282
BOYCEY_auto	12.37213	6.12785	2446.6	3985.28	0.40232
BOYTEQ_clean	4.92609	4.59373	647.307	509.651	0.03696
BOYYOF_clean	9.47252	6.48081	1585.5	1388.35	0.2163
BOZFIH_clean	5.87158	4.75385	1987.51	1883.15	0.1522
BOZFON_clean	6.15469	4.01567	1272.46	1022.76	0.07976
BUBQOE_clean	4.52128	3.65213	1210.25	444.064	0.05526
BUBTUP_clean	7.20698	3.66387	1012.79	817.086	0.08226
BUBWOM_clean	4.29554	2.65043	0.0	0.0	0.0
BUCROH_charged	5.00703	2.71775	0.0	0.0	0.0
BUCSEY_clean	4.71556	3.52125	1032.76	745.912	0.04308
BUCSIC_charged	5.101	2.75684	0.0	0.0	0.0
BUCVAY_clean	5.36914	3.4206	681.358	558.036	0.0357
BUCVIG_clean	5.34007	3.27818	628.784	513.238	0.03494
BUCWAZ_clean	8.06989	6.31772	2369.04	2401.29	0.28772
BUCYAA_clean	5.25072	2.62411	0.0	0.0	0.0
BUDDIO_clean	3.29205	2.84666	0.0	0.0	0.00342
BUFNEW_charged	17.39104	9.8019	1179.03	1472.26	0.31178
BUFNOG_charged	17.5449	10.00845	1224.54	1572.99	0.3216
BUGSAY_clean	4.67913	4.14319	1189.95	706.932	0.0703
BUGSEC_clean	4.72085	4.19082	1197.98	744.648	0.0725
BUGSIG_clean	4.72751	4.18275	1199.66	732.392	0.0725
BUGSOM_clean	4.69508	4.16375	1191.01	717.732	0.0711
BUJKEW01_clean	5.70821	3.15562	1683.06	1662.87	0.09096
BUKMUQ01_clean	5.90111	4.73838	3023.34	3542.24	0.24166
BUKRUW01_clean	10.63994	5.17607	2508.47	2651.05	0.3137
BUKRUW02_clean	10.18784	5.8011	2514.86	2792.71	0.33528
BUKRUW03_clean	10.56885	5.12331	2804.1	3387.59	0.33714
BUKYAJ_clean	5.10209	3.53964	1202.34	1303.43	0.07524
BULBER_clean	7.8305	4.27284	1599.53	1070.16	0.14926
BUNKUS_clean	39.11062	37.4764	1330.79	3546.05	0.66098
BUNLAZ_clean	38.39634	36.09315	1430.52	4325.07	0.68132
BUPDUM_clean	9.76326	3.29047	1798.47	1358.96	0.21382
BUPFAU_clean	9.60108	3.24041	1781.01	1279.62	0.20748
BUPFEY_clean	9.7736	3.34249	1807.15	1275.62	0.2118
BUPVEP_clean	8.00881	3.79594	1798.54	1057.19	0.1457
BUQWER_clean	5.03897	4.14527	1031.61	816.652	0.05166
BURHUS_clean	4.43494	3.04102	0.0	0.0	0.03482
BURJOO_clean	5.25312	4.62411	888.116	650.059	0.05708
BURQIQ_clean	8.30102	5.43995	2041.65	2044.46	0.19022
BUSGIG_clean	3.66162	3.28712	201.247	91.0086	0.00672
BUSGOM_clean	3.72213	3.32278	263.89	124.446	0.00714
BUSNAF_clean	7.07895	5.43293	822.606	665.554	0.07106
BUSQEM_clean	5.28773	3.7404	1488.19	1564.32	0.07264
BUSQIQ_clean	4.44057	3.72721	1098.73	699.91	0.05238
BUSQUC_clean	4.51085	2.54975	0.0	0.0	0.0
BUSRUE_clean	6.9387	5.51917	1599.2	1497.05	0.1558
BUVHEH_clean	4.88072	3.66399	2439.06	1973.87	0.126
BUVWOF02_clean	7.02744	5.38791	856.711	697.239	0.07924
BUVWOF03_clean	7.08216	5.70931	859.827	719.999	0.07894
BUVXOG_clean	6.82532	5.20998	812.598	641.13	0.07128
BUVYEX_clean	7.01349	5.55881	843.424	696.084	0.07564
BUVYIB01_clean	10.81747	8.62628	2441.18	3574.26	0.2799
BUVYIB_clean	10.88811	8.55613	2360.04	3361.55	0.26496
BUWLUC_clean	5.18793	3.64341	1882.21	1424.77	0.08472
BUWMAJ_clean	5.16551	3.78381	2799.61	2311.33	0.12234
BUWMEN_clean	5.23161	3.83405	2781.84	2336.99	0.12878
BUWMIR_clean	5.20646	3.81875	2936.95	2502.15	0.13
BUXNOZ_clean	11.48655	6.30332	2254.7	2802.01	0.36412
BUXTOF_clean	5.10112	3.76343	1290.62	937.516	0.06246
BUXZAX_clean	33.36968	31.81617	1492.27	2686.44	0.61258
BUYNAL_charged	4.621	3.96851	1940.71	2112.52	0.09646
c4ce00408f_c4ce00408f2_clean	12.62762	5.23882	2176.13	2075.93	0.29436
c4dt03702b_c4dt03702b2_clean	8.83143	6.21194	2322.47	3920.72	0.3981
c5cc04223b_c5cc04223b2_clean	12.29704	9.67035	2254.43	4315.28	0.46486
c5cc06190c_c5cc06190c2_clean	3.47605	3.16735	173.589	104.527	0.00602
c5cc09432a_c5cc09432a2_clean	7.04652	4.99124	1362.85	1232.33	0.1332
c5cc10203k_c5cc10203k2_clean	16.11055	7.03802	2284.5	4596.59	0.42246
c5ce00010f_c5ce00010f2_clean	6.25876	3.82372	821.578	689.342	0.04918
c5ce00677e_c5ce00677e2_clean	4.08563	3.15599	611.827	419.762	0.01986
c5ce00862j_c5ce00862j2_clean	7.29772	5.9904	1419.79	1383.5	0.1371
c5ce01948f_c5ce01948f2_clean	5.17559	4.77124	579.269	305.597	0.03796
c5ce02194d_c5ce02194d2_clean	6.92785	5.95944	1668.5	1752.66	0.17132
c5cp03920g_c5cp03920g2_clean	8.57809	4.08235	1891.99	1549.51	0.15456
c5dt00281h_c5dt00281h2_clean	3.74835	3.25092	176.219	89.5242	0.00448
c5dt02374b_c5dt02374b2_clean	5.11675	3.17335	886.718	453.807	0.04306
c5dt03091a_c5dt03091a2_clean	12.70758	7.22422	2031.96	2416.24	0.4001
c5gc02393a_c5gc02393a2_clean	5.4044	4.48945	1336.56	999.606	0.0795
c5nj01930c_c5nj01930c2_clean	5.64911	4.27538	1246.63	916.852	0.07604
c5nj02634b_c5nj02634b2_clean	6.56089	5.15548	1886.03	1939.59	0.15328
c5sc03494a_c5sc03494a2_clean	6.21978	5.55178	2597.38	2850.0	0.28924
c5ta04552e_c5ta04552e2_clean	6.07552	3.10239	1058.48	741.837	0.06348
c5ta04989j_c5ta04989j2_clean	7.09855	5.91102	1424.87	965.032	0.15924
c6cc00862c_c6cc00862c2_clean	8.00553	6.19741	1733.41	1858.32	0.19658
c6cc02494g_c6cc02494g1_clean	11.72847	10.48758	1624.28	1575.65	0.33516
c6cc02494g_c6cc02494g3_clean	11.9944	10.81728	1640.14	1591.88	0.34754
c6cc02494g_c6cc02494g4_clean	11.99778	10.81941	1642.08	1595.35	0.34766
c6cc02494g_c6cc02494g5_clean	11.54428	10.77033	1676.77	1639.75	0.34594
c6cc02494g_c6cc02494g6_clean	11.73822	10.49789	1623.68	1577.59	0.33542
c6ce00126b_c6ce00126b2_clean	5.67441	4.44258	1272.07	1125.45	0.0841
c6ce00141f_c6ce00141f2_clean	9.56221	8.33336	2042.52	2895.97	0.3048
c6ce00407e_c6ce00407e1_clean	15.77585	8.21654	2195.05	3685.54	0.45944
c6ce00407e_c6ce00407e2_clean	12.56279	7.41464	2208.69	3155.71	0.3904
c6ce00407e_c6ce00407e3_clean	12.83222	6.18664	2289.22	2493.12	0.33646
c6ce00407e_c6ce00407e4_clean	54.27623	28.17362	503.439	7909.19	0.91276
c6ce00407e_c6ce00407e5_clean	63.59362	29.48381	464.429	8159.37	0.91856
c6ce00407e_c6ce00407e6_clean	30.12078	11.89205	1382.71	5665.53	0.73184
c6ce00407e_c6ce00407e7_clean	33.68342	15.87888	1322.48	6374.5	0.74724
c6ce00407e_c6ce00407e8_clean	6.42415	4.65251	2594.65	3051.63	0.2024
c6ce00407e_c6ce00407e9_clean	13.32178	10.04301	1918.43	6122.46	0.61744
c6cp03028a_c6cp03028a3_clean	4.4022	2.99782	0.0	0.0	0.04294
